x1,x2,label
1.882026172983832,1.2000786041836116,0.0
1.4893689920528697,2.120446599600729,0.0
1.9337789950749837,0.5113610600617945,0.0
1.4750442087627946,0.924321395851151,0.0
0.948390574103221,1.2052992509691862,0.0
1.072021785580439,1.7271367534814877,0.0
1.3805188625734968,1.060837508246414,0.0
1.2219316163727127,1.1668371636871333,0.0
1.7470395365788032,0.8974208681170995,0.0
1.1565338508254506,0.5729521303491376,0.0
-0.27649490791703935,1.3268092977201804,0.0
1.4322180994297529,0.6289174897967791,0.0
2.1348773119938036,0.2728171627006176,0.0
1.022879258650723,0.9064080749870832,0.0
1.7663896071792289,1.7346793849501425,0.0
1.0774737128484582,1.1890812598010867,0.0
0.5561071261849436,0.009601765888036518,0.0
0.8260439253369237,1.07817448455199,0.0
1.6151453403638603,1.6011899243922056,0.0
0.8063365912960239,0.8488486247123322,0.0
0.4757235174664537,0.2899910314105124,0.0
0.1468649046874937,1.9753876976158948,0.0
0.7451739091241733,0.7809628491944068,0.0
0.3736023199750369,1.388745177915955,0.0
0.19305107622102424,0.8936298598930157,0.0
0.5522667194031622,1.193451248929631,0.0
0.7445974312155634,0.40968390793879395,0.0
0.9859088858306726,1.2141659352652088,0.0
1.033258611191584,1.1512359488698907,0.0
0.6828389531595183,0.818629417006431,0.0
0.6637697761120245,0.8202234192297293,0.0
0.5934268589777729,0.13685869883416157,0.0
1.0887130711268764,0.7991095318958691,0.0
0.1849008265169777,1.231391127762887,0.0
0.5463508178083789,1.0259726978980694,0.0
1.3645452810887684,1.0644914553787053,0.0
1.5697003422716502,0.3825870898231737,0.0
1.2011708205887746,0.6575949545298434,0.0
0.5646014254090591,0.7105751676177923,0.0
0.8442237339363137,1.0280826711148727,0.0
0.41742507960832176,1.4504132434770936,0.0
1.23283121986523,0.23187815686138813,0.0
1.7441260968977998,1.9479445880152917,0.0
1.5893897855798254,0.9100375820938246,0.0
0.46462368924472874,1.5272258634655684,0.0
0.7984115265134102,1.6112225351912137,0.0
1.1041374890384301,1.4883195182418563,0.0
1.1781831985872009,1.353286584095974,0.0
1.0052500103604103,1.8929352469529177,0.0
1.06345604635181,1.200994681722351,0.0
4.9415753485281275,3.3261204694287767,1.0
3.364757500757133,4.484698354079006,1.0
3.4134382974429203,4.971810592824646,1.0
3.793190509620126,3.6262725942796212,1.0
4.9614710132401925,4.7402573957172125,1.0
4.933779480213285,4.453022329137693,1.0
3.5693871574726486,4.955032476549517,1.0
3.86599831452431,4.401228197898198,1.0
4.473625983886874,3.9224949534545828,1.0
4.30703968517304,4.461103335783263,1.0
4.1882127655778145,3.4502996047079026,1.0
4.149119087103028,4.663192948343515,1.0
3.6527160701343173,3.925182729836165,1.0
3.782423224139181,4.924631864239671,1.0
4.336147378506218,4.203730918120555,1.0
3.615041962777342,4.269624595645909,1.0
3.662833669671312,4.015915279137175,1.0
3.6820769608105595,4.33821664747325,1.0
4.28829540830747,3.8958506222110025,1.0
4.1980033563308226,3.4534692456347473,1.0
3.2543712036471972,4.219695850632268,1.0
4.083336747686264,4.317515718446053,1.0
5.191572387431971,4.472239743495207,1.0
3.5435888872779207,4.558508144047926,1.0
3.3420462947442395,3.7692076975926456,1.0
3.9658791973376846,4.856671360824683,1.0
3.62762258897578,3.5867807306704926,1.0
3.950773737787284,3.6682608568189465,1.0
4.5633179610532535,3.4600342458182882,1.0
3.4262656737944486,3.781089977627783,1.0
3.7509837746538475,4.964766026908493,1.0
4.474710403462881,4.043775620692595,1.0
3.387282240584916,4.422181488200773,1.0
3.4998923263052175,3.227614451611194,1.0
4.594014896176151,4.158471305962425,1.0
4.460429411890409,4.159363826471511,1.0
4.428415305951345,3.6744872033499267,1.0
3.4828785791077674,4.340797259140814,1.0
3.5982951679130792,3.6552251111248997,1.0
3.7722337482413284,4.008739579512528,1.0
3.823003044373258,3.3125243532909905,1.0
3.6781907985835547,2.888298423887787,1.0
4.312615725513593,3.198971172196626,1.0
3.447808330285775,4.026082539630488,1.0
3.630218501804343,4.7715072977033675,1.0
3.3535715451382755,4.133525434674591,1.0
3.980358590886252,3.4159532511294013,1.0
4.2616383302658765,3.914226834388876,1.0
4.385895275606834,4.411752076981866,1.0
5.081617974640345,4.6682639747181955,1.0
